Age,AnnualIncome,CreditScore,AccountTenure,MonthlyTxnCount,AvgTxnValue,MissedPayments,SupportCalls,OnlineUsageHours,HighRisk
24,1645319,735,9,105,13854,3,4,127,0
26,414480,549,7,206,30151,10,0,147,0
69,1613153,321,22,17,42741,6,0,117,0
57,932654,776,9,151,37805,7,1,209,0
48,611973,871,11,266,46875,1,11,173,0
50,2060420,810,2,150,50262,8,11,208,1
27,711213,635,18,13,33198,6,1,128,0
29,714738,641,22,85,10423,6,6,140,0
45,1393960,637,3,72,54706,12,4,81,1
53,615335,779,18,130,10344,11,2,86,1
21,1391452,341,16,54,47255,9,6,232,0
26,1819409,373,8,74,8475,13,11,150,1
38,2635815,321,23,143,25977,14,2,227,1
30,2982511,519,8,174,46977,3,2,185,0
48,1157262,378,6,94,53698,6,3,121,0
31,1080756,534,2,143,11888,1,4,75,0
53,2263566,456,16,76,30692,10,7,140,1
21,2759887,626,21,249,8536,9,8,72,1
33,463648,413,9,71,13588,13,4,24,1
57,1238985,886,19,134,57183,13,7,139,1
40,2627282,574,21,214,40582,2,2,198,0
21,2767140,680,15,198,58014,1,10,196,0
23,1103153,319,24,30,41148,11,6,154,1
38,275427,508,2,297,24006,4,2,239,0
61,1549507,893,15,222,2899,0,11,20,0
34,213898,459,22,40,21839,13,11,14,1
51,1127976,872,11,20,32591,12,9,79,1
47,1329376,337,20,82,29039,1,2,76,0
37,2668319,417,12,25,18258,14,3,32,1
66,1375294,689,15,139,51248,14,1,105,1
49,2855183,676,16,249,58839,10,6,72,1
56,2274632,675,6,188,39552,5,5,141,0
57,1982474,880,3,176,32413,5,10,248,0
46,967877,894,6,58,11988,11,2,38,0
37,1423034,341,23,97,34013,7,0,154,0
42,330864,769,3,297,59653,8,11,232,1
45,1711061,757,21,180,31440,8,9,172,0
22,2233839,429,13,194,22368,6,2,185,0
42,1789732,327,12,250,58586,11,3,94,1
25,430804,625,8,299,31332,9,9,96,1
24,988512,808,2,196,44780,0,0,57,0
56,1433460,624,7,108,26569,3,7,232,0
26,1326161,459,17,72,20404,6,1,62,0
41,1700334,815,7,159,32291,1,2,202,0
33,2685146,553,1,230,20306,11,4,126,1
57,2436489,547,4,237,36423,8,8,212,0
45,2190751,652,15,108,52375,12,5,10,1
46,1639592,697,4,244,49226,0,2,144,0
59,998892,881,12,216,27076,8,2,242,0
40,2557122,502,16,130,53920,14,7,86,1
53,2541152,601,21,127,6525,6,3,127,0
34,473994,447,18,40,59772,12,4,93,1
56,2008557,520,14,242,6561,9,3,207,0
37,2186889,859,14,246,4740,5,10,39,0
41,2236966,562,11,137,46317,13,8,122,1
66,2955318,595,16,231,53174,11,7,125,1
36,2653664,614,15,94,15380,6,6,79,0
66,986617,591,22,259,27444,1,3,107,0
36,2272454,330,6,87,34439,9,8,108,1
40,2243161,343,24,143,27829,11,10,93,1
49,1929151,854,13,24,55921,1,7,175,0
48,2053466,433,17,88,11651,13,7,167,1
28,871366,648,4,31,33212,2,9,106,0
44,949440,518,12,62,55681,5,1,63,0
23,626185,749,18,221,26740,0,4,97,0
45,801108,803,8,129,3222,10,5,232,0
39,1090446,385,12,292,24517,3,5,153,0
53,1235357,550,4,204,9374,7,8,113,0
22,2718023,564,8,287,28984,7,3,25,0
35,281234,822,2,218,56894,13,6,36,1
42,693622,379,4,160,18393,4,8,109,0
30,2568398,760,12,22,41203,6,4,31,0
38,1053539,551,21,109,35531,4,10,152,0
42,434501,317,22,163,40154,3,5,55,0
66,1899192,555,10,45,2784,5,0,138,0
69,2271081,544,15,294,43603,13,6,165,1
47,1139057,452,9,11,16042,7,4,170,0
33,1332655,799,9,9,19843,11,3,109,0
53,818725,757,7,25,59500,9,2,152,0
25,1865520,841,2,138,36534,0,0,232,0
46,397937,414,7,124,26349,2,4,66,0
33,580445,746,9,246,53170,3,2,79,0
47,1945356,652,18,110,6715,4,7,205,0
34,356454,840,23,135,18899,0,11,195,0
44,2235315,621,12,42,42377,8,3,29,0
23,238795,758,7,91,9643,7,2,13,0
67,2878842,525,19,117,24547,1,11,19,0
69,655755,660,22,255,28100,4,0,16,0
50,1980139,830,24,75,8846,8,11,228,1
55,2662423,411,16,268,58144,12,9,66,1
68,1140963,511,8,73,58038,2,1,143,0
34,1452143,532,19,259,32269,4,9,64,0
32,2916557,458,6,279,48854,8,1,168,0
48,2762114,871,2,90,8064,5,0,73,0
64,1981989,623,2,222,39620,12,7,173,1
49,2637452,392,8,54,51089,4,4,100,0
63,629960,547,10,138,25808,7,1,22,0
37,1599060,440,21,234,13633,13,7,84,1
60,230568,703,21,65,3544,4,9,126,0
69,1135495,703,11,256,31472,8,4,82,0
41,887887,713,20,234,34719,14,9,209,1
43,430066,739,20,62,7587,10,4,198,0
40,2186487,532,24,189,54361,12,1,19,1
31,1501583,492,3,207,34556,2,7,203,0
54,2178424,398,16,36,20131,0,2,161,0
30,2792109,412,3,149,18259,3,3,108,0
30,202355,835,8,173,37547,6,4,171,0
63,2393581,580,19,26,24375,12,9,187,1
26,1958669,822,12,83,20857,2,8,84,0
56,1708077,649,18,140,5094,12,1,125,1
44,2775339,615,13,180,28340,9,7,138,0
32,638949,799,11,81,48460,7,4,14,0
63,2222995,836,13,34,1499,1,10,164,0
43,1170220,735,21,288,31705,8,8,16,0
47,2408303,822,3,157,6838,14,8,110,1
65,1549246,892,6,217,18926,13,9,239,1
57,2624673,743,23,183,34312,2,11,10,0
26,375477,507,3,299,28481,10,2,41,0
21,1680634,575,1,87,5393,13,11,154,1
26,704898,796,14,204,22572,5,8,27,0
42,2872969,596,23,133,9770,6,6,77,0
61,2256019,673,20,298,13813,4,8,58,0
44,2409985,874,7,195,54051,9,6,22,0
45,1352154,483,9,56,26633,12,7,78,1
35,2802679,331,1,87,5760,4,3,159,0
46,2860617,582,10,192,35404,13,4,163,1
28,2938343,731,13,17,3427,0,11,77,0
44,1811920,818,12,223,2334,3,5,96,0
68,2778617,761,4,21,41022,0,3,142,0
58,1937568,667,7,246,30179,8,7,146,0
26,2365742,551,10,162,15421,8,4,86,0
55,1077000,465,22,170,21284,14,2,71,1
62,1035399,828,7,143,53471,4,0,82,0
21,1584792,670,15,298,13976,4,0,77,0
66,2705438,897,19,32,7884,12,7,227,1
56,699203,402,7,165,46943,4,2,87,0
32,2831451,893,14,186,16662,14,10,11,1
58,379111,425,21,284,31750,6,9,104,0
31,602112,337,14,159,4879,14,3,187,1
32,557479,647,18,218,43503,5,6,60,0
62,1683704,512,10,73,57181,1,0,227,0
59,200814,618,3,299,57187,10,5,11,0
27,2765644,725,6,213,58284,9,0,178,0
31,1218585,546,22,161,4454,2,2,247,0
56,203825,585,23,79,59312,4,3,73,0
51,2871808,530,22,291,2462,6,10,181,0
53,2705168,619,9,235,20332,14,6,61,1
33,2383542,811,14,69,36835,1,1,46,0
38,423923,820,21,275,47791,10,7,75,1
61,379577,524,21,87,57469,3,5,241,0
44,2026341,805,24,78,19778,0,9,101,0
29,1830763,406,8,269,12627,6,1,193,0
51,938142,630,1,273,36278,14,2,32,1
61,1009033,304,3,94,4363,14,3,208,1
30,2719920,767,22,6,16573,10,5,176,0
22,2033185,815,6,180,12147,13,0,241,1
58,1991794,462,1,129,47007,1,4,125,0
35,2758259,830,18,272,40593,7,7,95,0
23,2240773,381,10,219,50396,9,11,69,1
63,2791067,780,23,71,57044,11,6,65,1
51,2126458,815,17,182,1056,10,10,129,1
26,2461516,486,21,271,20684,0,2,173,0
23,2425576,445,1,9,15834,1,10,138,0
31,2422603,451,22,206,5225,7,1,107,0
35,2625393,662,23,121,2351,4,1,13,0
65,1977639,392,8,236,11111,13,9,50,1
48,2968696,330,12,88,52008,4,4,108,0
30,1577461,839,19,93,53516,10,7,190,1
58,2882817,348,14,231,53849,6,5,168,0
67,1653831,557,19,115,16319,13,5,170,1
27,2866601,817,17,16,39543,3,6,142,0
35,2987518,840,16,31,51535,8,0,180,0
38,348616,709,19,109,32967,2,2,244,0
38,1785851,455,5,90,53949,7,10,148,1
61,729527,845,22,160,7954,2,4,41,0
44,769073,739,19,203,16006,14,6,120,1
22,2320510,536,4,141,20727,7,5,138,0
60,1625479,667,5,35,6937,13,0,52,1
40,2773042,356,5,168,29204,0,8,15,0
54,1436098,474,24,117,41477,9,2,101,0
63,2516744,513,1,275,13659,12,11,218,1
46,2456652,326,18,291,50323,9,6,123,0
27,1257672,418,15,262,14803,6,11,20,0
58,1296158,446,21,205,39360,11,0,178,1
50,1098027,564,19,5,9830,0,0,36,0
62,1709949,702,23,215,58051,1,10,198,0
25,1874358,557,14,269,660,10,0,85,0
31,987719,488,6,192,44821,10,11,22,1
21,1958446,798,18,245,16678,11,3,104,0
54,1796766,538,8,197,4914,11,0,44,0
21,575038,626,5,114,54209,0,0,34,0
39,2116212,369,22,115,51234,9,8,231,0
22,1381420,324,8,69,43445,2,7,45,0
41,2948240,881,6,69,19840,8,4,158,0
40,2198318,455,10,239,23079,0,1,121,0
43,674514,518,3,99,16720,2,6,64,0
41,2267522,860,13,201,8743,1,11,45,0
44,731501,678,7,295,56990,4,0,165,0
24,1525661,493,4,200,44125,11,10,164,1
32,2266800,339,13,42,5205,14,8,149,1
42,2706332,896,6,43,16304,6,0,211,0
40,1275431,642,16,153,18628,14,2,35,1
38,1176273,802,22,168,55926,5,5,230,0
21,1201008,749,21,224,16593,9,3,182,0
50,1001341,635,1,280,42423,4,1,143,0
53,2713736,303,24,47,31534,12,4,226,1
44,294135,816,13,242,12402,2,9,17,0
34,2892695,796,2,167,41385,12,0,84,1
56,2019800,525,20,111,38200,6,0,134,0
25,2532939,449,19,292,1649,11,10,154,1
31,1617098,537,6,296,3059,8,5,175,0
44,996784,402,11,109,10869,1,10,248,0
51,2655717,474,17,73,34335,5,8,214,0
33,1519943,760,9,113,49011,14,9,178,1
36,2263049,333,5,184,18713,11,6,152,1
44,1497624,817,5,136,37551,4,9,92,0
33,1064686,739,16,11,45799,8,3,92,0
44,250044,584,4,153,34190,7,7,83,0
46,1076650,524,20,189,23630,8,0,37,0
22,2906440,864,13,160,47473,6,4,238,0
36,2197499,556,17,294,18434,4,1,162,0
58,2082961,358,9,249,36250,3,10,88,0
66,257965,545,13,276,2544,13,2,172,1
21,269776,818,16,42,39081,12,9,89,1
69,2590755,513,20,119,29490,7,3,46,0
31,2388084,889,10,123,40365,1,0,164,0
55,2977201,515,10,136,2097,0,4,14,0
63,530126,702,20,60,55361,2,9,196,0
49,596562,582,16,124,2821,6,5,97,0
57,376251,872,23,54,54510,0,10,203,0
37,2628974,872,20,86,48528,4,0,113,0
59,2509830,514,1,53,31148,13,3,122,1
62,2671787,681,11,52,27097,14,1,236,1
48,682504,344,13,138,34585,4,0,66,0
49,1460819,471,18,242,28551,2,4,198,0
63,2224996,520,5,177,31977,10,11,136,1
23,1729546,684,4,149,32157,0,10,234,0
30,510719,394,24,191,53207,4,0,127,0
62,1555759,343,6,124,21181,7,7,243,0
34,905315,527,15,188,18441,8,1,233,0
32,2877311,873,23,83,55956,11,4,69,1
67,391750,616,2,167,28874,12,2,201,1
62,2942213,634,4,12,1569,5,5,41,0
50,2721719,766,14,103,33765,0,5,153,0
52,2882133,596,4,31,604,13,7,118,1
52,1017865,844,18,280,53405,12,10,239,1
62,410087,788,20,283,5542,14,4,118,1
52,1002236,514,16,208,20919,4,4,53,0
46,1996717,823,9,164,38472,1,4,224,0
21,802651,301,8,182,51499,0,8,99,0
62,1356480,506,11,196,44608,12,1,131,1
22,839240,640,14,44,59421,2,2,78,0
37,539720,706,17,240,52224,10,3,198,0
50,1792341,605,13,37,23849,9,6,80,0
59,2575423,806,8,33,32127,4,9,171,0
27,1466366,768,14,37,50635,8,11,211,1
47,1207567,857,11,104,39702,6,0,129,0
29,722471,794,9,149,39750,5,2,95,0
42,2833913,560,8,69,32764,8,9,30,1
54,1048268,877,14,126,59904,13,6,156,1
66,504608,881,15,47,37897,13,7,61,1
69,1786578,663,1,213,5147,5,1,129,0
21,1571598,813,24,234,31127,10,10,179,1
29,1151712,840,12,131,8040,3,2,48,0
40,2656777,872,5,190,26575,6,6,54,0
39,1204608,754,14,241,49778,12,6,98,1
56,412875,443,22,95,32924,1,2,150,0
60,1515856,491,16,47,48378,1,9,180,0
65,1346691,652,19,50,51409,5,4,92,0
24,231516,598,16,29,24274,12,6,127,1
29,539126,759,7,199,13800,4,2,208,0
61,1705670,726,3,103,46526,5,7,232,0
42,2342251,330,23,260,32876,1,11,203,0
38,2270203,631,8,298,51921,1,3,117,0
32,2932513,710,21,250,18498,0,10,182,0
62,1037620,351,21,170,11136,1,6,141,0
63,729848,683,14,261,33366,13,1,138,1
59,2801525,542,20,282,34774,10,4,120,0
29,2405915,716,3,193,36743,9,5,137,0
26,670409,774,24,190,30430,6,0,69,0
39,1634371,691,11,186,3757,1,10,59,0
68,2073090,688,22,279,13066,2,8,96,0
67,2512600,872,14,231,31912,10,8,56,1
27,1290006,768,22,38,14616,12,3,26,1
36,407932,707,2,211,32007,5,4,95,0
25,329189,818,4,48,50027,5,8,172,0
36,1200598,488,21,249,53126,9,9,17,1
21,1232302,894,5,258,33503,10,10,65,1
57,1943396,650,19,113,5253,8,1,197,0
59,1814850,582,10,118,4663,11,4,192,1
39,2603810,456,21,282,27056,10,3,16,1
57,2509132,898,21,241,7611,11,1,74,0
37,1839872,447,2,33,57809,14,1,34,1
46,1930891,369,21,226,9891,14,8,33,1
42,2082375,669,3,275,40967,1,9,123,0
28,270408,887,15,246,56379,14,11,106,1
53,2441915,814,19,101,9308,6,7,212,0
22,1620506,533,21,267,10645,0,9,105,0
50,1515473,766,2,11,9509,5,9,102,0
67,436192,856,3,277,33320,8,7,74,0
40,1626148,586,12,292,44489,7,7,56,0
38,558121,593,23,209,5886,5,4,145,0
63,764312,780,14,188,13503,12,3,182,1
30,1881717,433,17,62,45947,5,9,166,0
44,1460246,307,16,115,19987,5,2,40,0
24,540791,327,17,190,33458,14,1,66,1
57,2537891,819,24,135,10410,7,9,236,0
24,387401,609,9,93,40622,12,4,144,1
33,2741526,840,3,122,25906,1,7,168,0
45,1933675,793,22,261,36740,10,4,118,0
33,2536506,333,14,114,38541,8,6,197,0
38,348865,306,3,71,18982,9,4,193,0
44,2330829,339,6,152,35853,7,9,169,0
22,1708088,629,23,224,11017,1,8,103,0
68,1188652,361,21,218,950,13,7,70,1
53,358337,385,19,66,14674,10,7,198,1
39,2821970,415,24,60,21313,7,0,85,0
29,471695,876,13,100,32453,0,4,108,0
48,490538,596,5,150,9456,5,8,201,0
55,2864427,678,1,52,44013,5,10,19,0
59,2215064,621,12,298,33749,8,7,163,0
30,1054528,694,15,282,52059,8,0,78,0
21,1594817,656,19,207,15538,4,8,96,0
62,2190170,861,2,203,14980,0,9,82,0
41,1725249,718,3,128,5148,11,0,106,0
29,2011705,777,7,204,16959,13,4,46,1
67,2299933,635,11,79,16666,10,9,167,1
35,1265906,890,10,161,29844,0,0,106,0
55,782930,319,8,138,11027,6,7,11,0
25,1958185,711,2,124,30344,10,10,51,1
61,2610959,848,14,16,1960,10,1,205,0
42,1807820,558,13,239,57523,3,5,227,0
61,1484015,656,7,299,40769,8,1,103,0
43,595063,500,21,112,13877,2,1,172,0
27,960263,710,9,37,11940,14,0,147,1
43,2942705,587,7,124,2498,5,5,40,0
64,1598366,347,1,260,35858,8,4,216,0
45,1375724,857,1,87,59727,3,3,222,0
47,1548056,669,6,185,54684,4,11,15,0
61,1854714,530,1,232,48571,4,3,74,0
26,371003,394,16,279,25274,12,8,211,1
54,637140,602,3,190,11159,4,10,139,0
29,1685815,517,13,215,1597,1,1,146,0
69,1259896,851,21,253,36762,10,9,90,1
53,2223921,686,4,47,53617,1,6,89,0
26,789413,390,17,77,2641,14,4,203,1
57,1185256,357,10,23,56672,0,9,89,0
51,1470748,733,4,169,7003,13,8,108,1
54,2532229,821,20,271,56988,12,3,68,1
61,1365872,782,12,132,41756,0,5,130,0
49,325355,666,13,146,27384,3,1,229,0
34,1965794,706,4,38,36040,2,0,150,0
56,651930,817,16,102,45305,3,11,15,0
56,2308932,630,19,214,33585,10,0,162,0
35,1062662,534,7,202,49923,11,3,200,1
28,2811401,710,1,260,47811,14,10,196,1
46,836984,482,16,46,18251,11,8,240,1
56,1739769,586,2,108,7521,5,2,99,0
68,830363,422,1,193,43910,10,11,117,1
41,333001,457,14,66,56902,0,2,183,0
48,2807604,622,20,147,3811,7,11,152,1
24,1105954,312,5,226,10350,7,11,75,1
36,1656036,865,15,24,30872,6,6,95,0
42,2419788,854,10,284,30771,11,7,51,1
32,1626122,862,21,269,25518,14,10,229,1
36,1259692,503,2,252,9300,10,5,154,1
60,1594021,601,11,120,34360,10,0,136,0
58,629111,342,16,259,4284,3,5,32,0
62,2845307,896,19,17,56264,7,7,152,0
57,1948021,805,4,50,32890,8,4,175,0
49,527716,490,10,246,19741,14,7,65,1
38,2755602,359,22,75,2444,4,11,171,0
30,1332324,765,22,63,36139,5,0,231,0
62,342324,678,12,208,9634,9,11,74,1
59,285261,728,2,55,46920,7,3,114,0
38,2517819,361,2,20,32095,4,11,89,0
21,2853611,601,9,55,7104,11,8,226,1
59,1801381,471,12,228,10149,3,9,121,0
41,2452498,804,2,132,26440,7,4,247,0
21,2199657,362,18,174,49085,13,9,96,1
35,2849088,315,16,271,40907,14,11,234,1
24,2628950,400,19,72,2638,2,9,43,0
40,2554623,475,15,125,8980,14,2,210,1
30,409691,492,16,184,23821,5,2,153,0
43,2346799,572,6,230,6615,8,8,110,0
61,671939,766,15,195,36612,5,0,187,0
54,1955835,474,12,255,57352,13,10,121,1
66,1799505,533,22,10,24032,8,5,206,0
68,2681712,515,12,266,8181,7,5,179,0
53,878514,790,10,95,5186,11,9,199,1
54,1544721,716,21,198,39967,8,7,21,0
59,2274373,832,15,68,47285,9,7,206,0
30,1421172,750,23,298,52282,13,0,96,1
40,201304,579,4,230,13335,8,6,81,0
21,2944162,543,10,67,46113,7,9,244,0
33,1098880,445,19,75,15781,8,0,236,0
21,1068800,366,23,24,24798,13,7,137,1
25,996454,402,14,249,17107,6,4,89,0
36,277354,609,10,68,28726,6,1,93,0
35,2723985,416,17,297,44278,10,2,37,0
69,1368621,771,22,229,2021,3,10,167,0
48,389896,620,11,270,51306,0,8,212,0
51,2544811,734,18,166,39316,14,1,59,1
43,1710272,669,2,49,38412,6,3,154,0
68,1892509,486,11,273,5272,7,6,147,0
65,2188407,887,8,29,6807,11,7,225,1
63,1513964,768,19,229,31510,8,10,104,0
37,1273666,772,16,78,12550,0,2,20,0
69,2623573,855,4,120,10784,8,9,184,0
54,2932999,753,14,156,13155,14,9,145,1
33,2397047,745,22,73,1236,6,8,40,0
34,641752,393,17,206,41605,6,7,110,0
31,2567151,337,11,95,30094,2,5,174,0
48,2550707,781,3,54,43857,0,11,170,0
62,1109395,410,4,293,23862,6,7,146,0
52,2022366,709,21,96,48551,12,10,183,1
55,1507421,467,13,239,34301,9,9,140,1
51,1149456,865,17,33,16744,7,7,22,0
37,1561094,696,20,176,7163,5,2,165,0
67,736809,426,21,177,13845,13,6,61,1
29,824434,341,20,240,19165,6,7,198,0
30,1455667,340,10,46,7848,8,11,161,1
28,2174138,861,23,153,39301,7,5,19,0
41,2441928,786,24,292,5119,13,5,179,1
33,2356085,698,12,217,43187,4,6,174,0
25,1843965,481,8,179,47443,11,3,24,1
26,243856,480,3,103,41845,10,9,115,1
50,2858696,763,21,124,43780,3,9,165,0
51,2031524,349,10,21,54591,10,8,174,1
37,2720983,707,24,33,11066,3,2,202,0
31,2418790,700,7,52,56130,3,6,150,0
40,2011146,445,10,293,33781,1,8,68,0
68,2036935,597,7,132,57870,9,7,205,0
29,994733,444,18,72,14733,9,6,65,0
22,929353,315,20,43,33932,6,4,241,0
57,1712820,384,14,137,35455,7,1,39,0
21,2103767,515,12,123,45444,11,1,73,1
24,549135,781,8,56,22708,6,3,76,0
56,2789626,351,7,140,39506,13,4,29,1
45,1665226,847,5,251,23195,14,11,108,1
23,2142853,406,1,173,51192,10,3,36,1
29,1610598,518,15,74,10447,9,10,121,1
42,1657466,636,9,40,12815,7,1,149,0
43,1132930,670,12,292,52283,10,3,118,0
32,1555511,553,22,9,40425,10,10,50,1
30,2517864,704,18,152,8999,8,4,217,0
54,1776119,879,11,241,44929,7,3,233,0
63,1937762,329,10,72,29305,4,5,60,0
30,2254648,484,10,235,44293,3,9,106,0
50,991376,588,18,154,12056,4,6,89,0
42,2728194,658,1,225,35261,11,4,38,1
26,1014155,773,20,265,1203,10,8,100,1
22,1152791,864,11,270,7138,14,3,232,1
50,998277,699,2,118,854,12,10,60,1
22,661322,432,11,169,33814,0,9,68,0
52,2514031,801,2,60,15473,4,1,97,0
62,2378586,802,9,254,5636,5,10,137,0
36,1142967,376,1,247,609,12,9,168,1
32,1205844,649,23,6,51150,8,7,146,0
21,1300658,359,6,147,36939,8,3,118,0
28,647905,754,22,173,58406,9,3,237,0
68,2635703,764,2,67,44643,13,2,207,1
33,1206137,610,15,158,32068,11,11,39,1
35,1051198,390,1,259,59431,2,8,99,0
64,708469,597,24,70,56544,12,3,49,1
28,2933440,624,24,289,15444,12,1,16,1
30,1703762,579,18,192,41220,10,10,209,1
66,1028786,417,4,197,33733,7,0,196,0
25,2597866,866,13,15,46959,7,11,148,1
39,2313415,570,4,184,33444,8,0,12,0
67,1429747,816,15,94,46943,14,7,141,1
58,2799726,400,2,227,55513,0,0,234,0
31,809563,687,9,230,28274,4,4,29,0
63,1668717,585,12,107,22266,4,7,14,0
40,975299,352,14,236,45540,6,6,171,0
40,1530295,539,20,271,46541,10,6,151,1
41,1270807,513,4,288,52579,7,7,150,0
38,2111943,660,15,194,5556,10,10,198,1
30,903091,663,4,52,58738,6,2,186,0
54,1009532,626,5,288,51134,14,4,54,1
46,1757711,775,10,59,6909,5,1,62,0
50,2487561,396,12,123,14098,3,4,33,0
29,973418,626,12,6,45580,14,4,231,1
66,1823561,372,8,228,26284,8,1,200,0
51,211357,555,4,240,56884,1,9,241,0
62,2757341,469,3,207,17310,5,11,212,0
24,880306,632,1,148,2027,9,5,18,0
26,2876589,456,18,15,5750,5,0,200,0
34,1254142,718,20,263,15658,10,7,65,1
24,2943914,757,14,161,30499,3,10,86,0
46,1028008,398,17,201,6452,12,0,86,1
67,2088326,543,6,96,48058,2,2,233,0
68,2686355,776,6,157,19678,10,0,208,0
59,1824272,740,10,138,28260,13,1,137,1
37,1695298,493,19,120,26982,2,6,212,0
39,2638445,674,10,71,27649,1,6,137,0
69,2075175,666,3,154,49738,2,10,122,0
26,495843,454,1,260,53219,3,4,51,0
49,1496665,798,18,45,22852,9,4,10,0
31,1560265,833,15,185,32257,3,6,73,0
36,693985,757,20,192,41852,13,9,229,1
50,2515574,412,4,43,31904,9,10,81,1
45,1009818,323,18,221,56309,13,11,24,1
60,1569993,582,10,134,9447,14,9,78,1
31,1885176,591,22,268,6803,6,4,159,0
27,1256085,662,22,118,8443,3,7,157,0
46,442225,700,19,67,48919,8,2,205,0
42,1982700,867,17,101,59288,7,1,54,0
45,408222,565,10,22,42242,0,9,98,0
39,1717629,353,4,209,37909,9,3,89,0
51,455117,721,5,217,6280,0,6,177,0
46,1033038,773,7,101,14794,12,8,183,1
62,1687444,542,19,283,38908,5,2,100,0
61,472659,653,19,240,6683,3,10,72,0
56,1611504,687,8,172,8433,9,2,102,0
43,2704696,477,1,64,59917,5,10,149,0
67,1654471,774,24,89,17374,8,6,189,0
33,1793922,872,8,265,20873,9,0,16,0
45,1477421,704,19,170,53120,4,6,225,0
22,2012899,335,17,232,50700,7,1,64,0
22,238872,657,9,64,17082,1,9,142,0
36,1827835,857,20,168,41830,7,0,56,0
29,1068515,626,23,234,12878,7,9,243,0
48,747594,343,16,86,9090,1,8,106,0
33,2342845,619,9,161,17343,6,0,175,0
55,2063247,771,19,195,52256,7,7,113,0
61,817654,568,16,248,31444,6,9,52,0
33,2628213,824,21,246,23816,5,6,207,0
51,562512,324,13,226,31308,2,9,145,0
41,2795261,850,19,172,24347,10,8,95,1
52,1474025,456,5,125,11938,10,11,187,1
54,338519,484,2,6,55113,2,4,127,0
28,2776272,473,4,122,37936,7,2,87,0
61,2448495,693,12,140,1793,3,0,146,0
68,2756243,485,18,131,11451,12,1,150,1
22,2285589,580,3,245,11083,14,5,59,1
58,1989446,885,21,112,18082,9,7,105,0
52,947405,594,19,116,25545,7,8,87,0
60,827722,827,22,167,54659,14,7,172,1
48,2585517,487,4,279,21818,13,1,34,1
57,2555332,711,4,23,23813,12,0,198,1
61,2353619,485,16,237,43424,9,9,40,1
21,2108277,843,11,24,13806,5,3,58,0
61,311414,874,13,245,15882,2,4,180,0
30,243086,600,21,264,27661,11,9,54,1
24,805432,608,11,53,51929,9,5,125,0
55,1249214,488,7,158,59573,1,3,221,0
30,1057111,710,14,7,39541,0,4,243,0
67,1442582,837,4,296,42633,11,7,110,1
31,1053192,686,8,173,27750,3,9,16,0
34,2344386,850,12,202,8857,7,2,211,0
58,2098851,492,13,183,7916,3,0,143,0
32,903407,462,9,107,44189,7,8,226,0
65,1389389,352,9,223,34959,12,8,59,1
37,2622300,774,2,20,44082,7,1,207,0
36,1572209,473,3,51,55044,10,2,54,0
55,2057999,495,21,50,45798,0,7,191,0
22,305711,510,12,104,2915,12,2,133,1
31,2017030,689,17,187,23726,5,2,154,0
61,1830168,607,4,220,9318,10,5,95,0
23,2031246,756,14,138,2805,14,5,96,1
49,2794440,630,21,13,57686,9,6,166,0
38,2545286,794,9,217,44866,7,9,201,0
40,318778,628,8,143,23234,7,3,208,0
67,2183479,328,1,226,34399,0,4,108,0
34,1281679,421,13,95,53607,7,9,129,0
54,1263906,757,3,116,34912,12,2,112,1
69,1658256,717,14,117,2794,8,1,125,0
51,1381782,458,19,202,16085,10,2,157,0
60,2870849,897,6,267,29349,13,11,35,1
62,2523422,815,4,166,54914,5,2,230,0
38,200184,301,20,88,3717,12,1,166,1
50,2786291,601,1,49,38464,6,0,16,0
45,2418681,378,10,49,2585,5,10,136,0
39,2215354,614,13,275,13179,4,2,171,0
28,2010296,627,12,214,13379,0,0,14,0
48,2352962,575,11,178,7303,1,7,214,0
28,1851591,751,4,251,30639,9,4,143,0
51,1237825,864,17,178,27917,1,11,233,0
23,2198814,785,15,40,26006,10,5,237,0
23,2856560,406,21,162,4716,8,11,42,1
64,903844,866,3,143,49988,5,9,180,0
42,1964499,545,10,37,32909,2,6,196,0
37,280528,463,21,255,47365,2,6,42,0
56,386185,826,14,175,11423,13,3,220,1
37,2481320,300,19,114,50911,9,5,114,0
34,1782997,436,21,171,58902,9,7,198,0
29,1910341,450,4,129,56831,1,5,155,0
50,2196349,479,14,218,20332,6,6,151,0
41,1986346,786,6,299,49378,13,2,158,1
32,1869857,317,12,185,35684,0,8,176,0
57,315742,524,2,87,22815,0,9,171,0
52,2969597,404,17,29,41513,13,1,168,1
31,2024011,364,1,250,26228,9,10,90,1
40,2245963,632,17,45,4876,2,7,144,0
55,2605775,671,5,63,14147,0,7,94,0
67,803672,506,16,181,45804,12,11,80,1
66,1525146,528,14,34,40432,10,1,138,0
31,969867,880,20,49,18690,13,8,95,1
28,2868844,441,10,158,17470,2,2,31,0
24,1043855,630,21,44,37720,14,9,96,1
47,2388099,570,3,144,986,11,5,101,1
64,566014,624,3,261,24438,8,10,200,1
60,492881,826,18,74,2208,6,3,241,0
58,778613,846,24,140,30571,12,4,199,1
67,1473440,368,23,240,13856,8,2,55,0
50,2006106,511,18,116,47014,6,11,66,0
64,1068591,857,4,37,37274,10,9,231,1
68,915597,681,7,200,21511,13,7,182,1
68,2755365,719,1,182,56552,8,9,211,1
47,1702651,896,16,138,19914,10,11,85,1
41,2018165,347,17,195,37570,12,9,246,1
